Total.Household.Income,Region,Total.Food.Expenditure,Household.Head.Sex,Household.Head.Age,Type.of.Household,Total.Number.of.Family.members,House.Floor.Area,House.Age,Number.of.bedrooms,Electricity
60226,XII - SOCCSKSARGEN,48503,Male,28,Single Family,6,12,5,1,0
102648,XII - SOCCSKSARGEN,52270,Female,87,Extended Family,6,11,9,1,1
135930,XII - SOCCSKSARGEN,100681,Male,56,Single Family,7,32,17,2,1
102906,XII - SOCCSKSARGEN,65862,Male,53,Extended Family,7,16,4,1,1
45486,XII - SOCCSKSARGEN,39268,Female,24,Single Family,2,14,7,1,1
93292,XII - SOCCSKSARGEN,66578,Male,47,Single Family,8,19,23,3,1
65501,XII - SOCCSKSARGEN,50337,Male,28,Single Family,5,17,5,1,1
55570,XII - SOCCSKSARGEN,37513,Male,49,Single Family,4,14,10,1,1
50429,XII - SOCCSKSARGEN,36840,Male,39,Single Family,4,16,2,1,1
101598,XII - SOCCSKSARGEN,68711,Female,47,Single Family,9,20,15,2,1
98129,XII - SOCCSKSARGEN,71027,Male,46,Single Family,6,13,1,2,1
87814,XII - SOCCSKSARGEN,63276,Female,60,Single Family,3,28,11,2,1
157078,XII - SOCCSKSARGEN,112691,Male,39,Single Family,5,25,8,3,1
91849,XII - SOCCSKSARGEN,72119,Male,41,Single Family,5,25,6,2,1
85397,XII - SOCCSKSARGEN,60443,Female,66,Single Family,5,40,4,4,1
50725,XII - SOCCSKSARGEN,36261,Male,24,Single Family,3,12,1,0,1
61286,XII - SOCCSKSARGEN,55105,Male,72,Single Family,3,14,15,1,1
344390,XII - SOCCSKSARGEN,105270,Male,36,Single Family,5,72,3,3,1
49553,XII - SOCCSKSARGEN,35279,Female,72,Single Family,2,19,6,2,1
109898,XII - SOCCSKSARGEN,63516,Male,53,Single Family,4,19,16,2,1
91771,XII - SOCCSKSARGEN,74349,Male,70,Single Family,5,27,1,1,1
64085,XII - SOCCSKSARGEN,46423,Male,26,Single Family,4,23,1,2,1
199693,XII - SOCCSKSARGEN,106727,Male,51,Single Family,8,24,6,2,1
137608,XII - SOCCSKSARGEN,104751,Male,48,Single Family,5,80,25,2,1
124332,XII - SOCCSKSARGEN,83972,Male,27,Extended Family,6,7,12,0,1
142450,XII - SOCCSKSARGEN,79931,Male,35,Single Family,5,36,15,1,1
206307,XII - SOCCSKSARGEN,83019,Male,46,Extended Family,8,20,7,2,1
127914,XII - SOCCSKSARGEN,72277,Male,38,Single Family,4,25,8,2,1
239794,XII - SOCCSKSARGEN,87182,Male,32,Single Family,4,26,13,1,1
98618,XII - SOCCSKSARGEN,67973,Male,74,Single Family,2,11,2,1,1
216948,XII - SOCCSKSARGEN,76862,Female,38,Extended Family,4,56,25,2,1
95785,XII - SOCCSKSARGEN,64334,Male,59,Single Family,1,23,23,2,1
293100,XII - SOCCSKSARGEN,87714,Female,66,Extended Family,6,20,20,2,1
219065,XII - SOCCSKSARGEN,102422,Male,39,Single Family,4,23,7,1,1
379776,XII - SOCCSKSARGEN,126871,Male,55,Single Family,4,140,17,4,1
157606,XII - SOCCSKSARGEN,102517,Male,75,Extended Family,5,27,12,3,1
63132,XII - SOCCSKSARGEN,33105,Male,43,Single Family,1,20,44,2,1
80285,XII - SOCCSKSARGEN,39149,Male,51,Single Family,3,21,4,2,1
80948,XII - SOCCSKSARGEN,36687,Male,59,Extended Family,3,24,6,2,1
79535,XII - SOCCSKSARGEN,49298,Male,37,Single Family,5,25,7,2,1
26283,XII - SOCCSKSARGEN,15469,Male,16,Single Family,1,12,5,1,1
205669,XII - SOCCSKSARGEN,95883,Male,38,Extended Family,7,28,17,2,1
104245,XII - SOCCSKSARGEN,55875,Male,37,Single Family,5,16,16,2,1
91890,XII - SOCCSKSARGEN,60609,Male,37,Single Family,5,21,15,2,1
336159,XII - SOCCSKSARGEN,47490,Male,61,Single Family,4,20,14,3,1
40825,XII - SOCCSKSARGEN,18658,Male,71,Single Family,2,20,28,2,1
216525,XII - SOCCSKSARGEN,55649,Male,35,Single Family,4,10,7,1,1
242170,XII - SOCCSKSARGEN,83656,Male,81,Extended Family,4,84,36,2,1
104050,XII - SOCCSKSARGEN,84358,Male,69,Extended Family,8,50,19,2,1
159143,XII - SOCCSKSARGEN,87681,Female,77,Extended Family,6,96,29,3,1
188540,XII - SOCCSKSARGEN,47273,Male,48,Single Family,2,10,12,1,1
142535,XII - SOCCSKSARGEN,103505,Female,77,Extended Family,5,42,9,3,1
517937,XII - SOCCSKSARGEN,63792,Male,67,Single Family,2,90,20,3,1
116275,XII - SOCCSKSARGEN,34731,Male,52,Single Family,3,15,12,1,1
48090,XII - SOCCSKSARGEN,24797,Male,64,Single Family,2,12,5,0,1
310427,XII - SOCCSKSARGEN,99751,Male,32,Single Family,4,64,22,4,1
189090,XII - SOCCSKSARGEN,106736,Male,52,Extended Family,8,16,16,0,1
136887,XII - SOCCSKSARGEN,67224,Male,55,Extended Family,5,22,8,2,1
78690,XII - SOCCSKSARGEN,27400,Male,51,Single Family,2,17,19,1,1
111250,XII - SOCCSKSARGEN,61111,Male,57,Extended Family,8,100,8,4,1
179951,XII - SOCCSKSARGEN,97109,Male,36,Single Family,7,64,50,4,1
41665,XII - SOCCSKSARGEN,18965,Male,45,Single Family,1,9,4,0,0
88495,XII - SOCCSKSARGEN,51587,Male,44,Single Family,3,9,7,1,1
224210,XII - SOCCSKSARGEN,89214,Male,51,Extended Family,6,39,15,3,1
25790,XII - SOCCSKSARGEN,18495,Male,73,Single Family,2,9,15,0,0
80885,XII - SOCCSKSARGEN,60602,Male,28,Single Family,4,21,9,1,1
88518,XII - SOCCSKSARGEN,60463,Male,55,Single Family,6,17,6,2,1
55879,XII - SOCCSKSARGEN,38404,Female,72,Single Family,1,21,29,2,1
70180,XII - SOCCSKSARGEN,57976,Female,53,Extended Family,6,21,11,1,1
151837,XII - SOCCSKSARGEN,60974,Male,41,Single Family,5,42,5,2,1
176996,XII - SOCCSKSARGEN,60951,Male,82,Extended Family,4,18,32,2,1
88215,XII - SOCCSKSARGEN,55623,Male,36,Single Family,4,14,5,1,1
56255,XII - SOCCSKSARGEN,31389,Male,42,Single Family,2,15,10,1,1
57885,XII - SOCCSKSARGEN,61374,Male,43,Single Family,4,21,10,1,1
88130,XII - SOCCSKSARGEN,53926,Female,42,Extended Family,7,10,3,0,1
47715,XII - SOCCSKSARGEN,19444,Male,31,Single Family,1,10,5,0,0
596008,XII - SOCCSKSARGEN,93946,Female,38,Extended Family,4,50,9,3,1
57770,XII - SOCCSKSARGEN,61844,Male,54,Single Family,2,23,15,1,1
110383,XII - SOCCSKSARGEN,84594,Male,39,Extended Family,13,28,5,1,1
91612,XII - SOCCSKSARGEN,41452,Male,59,Extended Family,4,35,5,0,1
191380,XII - SOCCSKSARGEN,68443,Male,51,Single Family,7,36,23,2,1
43570,XII - SOCCSKSARGEN,42890,Male,43,Extended Family,5,22,9,2,1
140112,XII - SOCCSKSARGEN,41537,Male,43,Single Family,5,15,17,2,0
65328,XII - SOCCSKSARGEN,24059,Male,61,Single Family,3,24,25,2,0
31830,XII - SOCCSKSARGEN,40418,Male,45,Single Family,4,24,17,2,1
39453,XII - SOCCSKSARGEN,54503,Male,39,Single Family,9,24,20,2,0
82070,XII - SOCCSKSARGEN,45760,Male,40,Single Family,4,24,12,2,1
53465,XII - SOCCSKSARGEN,30732,Male,45,Extended Family,3,17,5,1,1
82669,XII - SOCCSKSARGEN,75356,Male,44,Single Family,11,35,5,1,1
60688,XII - SOCCSKSARGEN,43806,Male,26,Single Family,4,15,7,2,1
26758,XII - SOCCSKSARGEN,29749,Male,50,Single Family,3,14,3,0,0
81228,XII - SOCCSKSARGEN,54975,Male,71,Extended Family,5,31,20,2,1
94497,XII - SOCCSKSARGEN,43912,Male,29,Single Family,3,12,5,1,1
322705,XII - SOCCSKSARGEN,138967,Male,55,Extended Family,8,20,21,2,1
75688,XII - SOCCSKSARGEN,31898,Female,68,Extended Family,3,15,21,2,1
846663,XII - SOCCSKSARGEN,176671,Male,40,Single Family,5,40,5,3,1
200083,XII - SOCCSKSARGEN,112131,Male,41,Single Family,6,40,10,2,1
56345,XII - SOCCSKSARGEN,33101,Male,77,Single Family,1,20,33,2,1
133510,XII - SOCCSKSARGEN,86128,Male,38,Extended Family,3,12,10,1,1
296640,XII - SOCCSKSARGEN,93271,Female,47,Extended Family,5,40,5,2,1
129166,XII - SOCCSKSARGEN,49492,Male,58,Single Family,3,20,5,2,1
131333,XII - SOCCSKSARGEN,75145,Female,24,Extended Family,3,48,6,2,1
128920,XII - SOCCSKSARGEN,53466,Male,48,Single Family,2,15,19,1,1
48785,XII - SOCCSKSARGEN,29534,Male,76,Single Family,1,10,6,1,1
99579,XII - SOCCSKSARGEN,38241,Male,57,Single Family,2,12,4,2,1
633460,XII - SOCCSKSARGEN,124545,Male,53,Single Family,3,80,12,2,1
323930,XII - SOCCSKSARGEN,146800,Male,46,Single Family,7,40,14,3,1
763750,XII - SOCCSKSARGEN,172952,Male,46,Extended Family,8,54,6,2,1
406928,XII - SOCCSKSARGEN,255366,Male,31,Extended Family,10,20,6,2,1
163694,XII - SOCCSKSARGEN,97425,Female,72,Single Family,2,20,18,2,1
323685,XII - SOCCSKSARGEN,126993,Male,51,Single Family,5,20,15,2,1
114035,XII - SOCCSKSARGEN,54503,Female,58,Single Family,2,20,10,1,1
1037339,XII - SOCCSKSARGEN,222695,Male,52,Single Family,5,40,16,2,1
78804,XII - SOCCSKSARGEN,57391,Male,45,Single Family,7,50,10,1,1
85373,XII - SOCCSKSARGEN,33249,Female,94,Single Family,2,15,13,2,1
326492,XII - SOCCSKSARGEN,149597,Male,32,Extended Family,12,27,16,3,1
120070,XII - SOCCSKSARGEN,62843,Male,47,Single Family,4,18,15,2,1
180900,XII - SOCCSKSARGEN,90417,Male,57,Single Family,9,15,15,2,1
96150,XII - SOCCSKSARGEN,120241,Male,58,Extended Family,6,80,19,1,0
107870,XII - SOCCSKSARGEN,56097,Male,52,Single Family,3,50,16,2,1
81888,XII - SOCCSKSARGEN,37794,Female,58,Single Family,3,10,5,0,1
102187,XII - SOCCSKSARGEN,63479,Female,66,Extended Family,3,10,20,1,1
121680,XII - SOCCSKSARGEN,62704,Female,69,Extended Family,5,18,18,3,1
44485,XII - SOCCSKSARGEN,22139,Male,64,Single Family,1,54,15,1,1
40680,XII - SOCCSKSARGEN,18816,Female,62,Single Family,1,60,53,2,1
83900,XII - SOCCSKSARGEN,28972,Male,66,Single Family,2,50,15,1,1
229928,XII - SOCCSKSARGEN,119069,Male,46,Extended Family,10,39,12,2,1
70249,XII - SOCCSKSARGEN,43967,Male,76,Single Family,3,11,33,0,1
107390,XII - SOCCSKSARGEN,68448,Male,39,Single Family,5,15,12,1,1
112162,XII - SOCCSKSARGEN,85153,Male,30,Single Family,5,27,40,4,1
580032,XII - SOCCSKSARGEN,113716,Male,41,Single Family,4,120,27,3,1
113851,XII - SOCCSKSARGEN,79887,Male,56,Extended Family,8,120,19,2,1
438223,XII - SOCCSKSARGEN,90983,Male,51,Single Family,4,80,4,0,1
392108,XII - SOCCSKSARGEN,102780,Male,39,Single Family,6,20,5,1,1
160736,XII - SOCCSKSARGEN,106907,Male,37,Extended Family,6,80,18,2,1
900456,XII - SOCCSKSARGEN,178282,Male,75,Single Family,3,150,46,5,1
535208,XII - SOCCSKSARGEN,166095,Female,63,Extended Family,8,230,54,5,1
187780,XII - SOCCSKSARGEN,71489,Male,67,Single Family,4,144,13,3,1
173290,XII - SOCCSKSARGEN,80070,Female,59,Extended Family,5,150,9,2,1
307450,XII - SOCCSKSARGEN,102000,Male,45,Single Family,5,150,13,2,1
1093691,XII - SOCCSKSARGEN,149577,Male,55,Extended Family,6,80,22,6,1
214603,XII - SOCCSKSARGEN,101126,Male,34,Single Family,4,50,4,1,1
120564,XII - SOCCSKSARGEN,36431,Male,65,Single Family,2,120,33,1,1
47970,XII - SOCCSKSARGEN,31270,Male,36,Single Family,1,29,15,1,1
162440,XII - SOCCSKSARGEN,64292,Female,62,Extended Family,3,18,18,2,1
106154,XII - SOCCSKSARGEN,76884,Male,45,Single Family,4,150,65,3,1
100225,XII - SOCCSKSARGEN,57708,Male,34,Single Family,4,35,5,1,1
56322,XII - SOCCSKSARGEN,44816,Male,32,Single Family,5,13,6,1,0
66745,XII - SOCCSKSARGEN,42976,Male,51,Extended Family,5,14,18,1,1
57917,XII - SOCCSKSARGEN,22686,Female,66,Single Family,1,60,35,1,1
47407,XII - SOCCSKSARGEN,17837,Male,41,Single Family,1,56,25,1,1
139674,XII - SOCCSKSARGEN,63846,Male,66,Extended Family,3,65,25,2,1
168233,XII - SOCCSKSARGEN,93367,Male,39,Extended Family,5,40,8,3,1
163200,XII - SOCCSKSARGEN,84669,Male,60,Single Family,7,65,20,2,1
337235,XII - SOCCSKSARGEN,82103,Male,54,Single Family,3,75,26,2,1
465692,XII - SOCCSKSARGEN,108284,Male,51,Single Family,3,96,26,6,1
110824,XII - SOCCSKSARGEN,29269,Male,52,Single Family,1,18,8,1,1
84015,XII - SOCCSKSARGEN,57688,Male,36,Extended Family,4,35,11,3,1
112342,XII - SOCCSKSARGEN,75531,Male,42,Single Family,4,30,8,2,1
106890,XII - SOCCSKSARGEN,68619,Male,35,Single Family,4,40,11,2,1
214414,XII - SOCCSKSARGEN,54507,Male,41,Single Family,6,14,11,0,1
272663,XII - SOCCSKSARGEN,128726,Male,44,Extended Family,14,14,2,1,1
112325,XII - SOCCSKSARGEN,63365,Male,34,Single Family,4,70,4,2,1
76410,XII - SOCCSKSARGEN,41751,Male,52,Single Family,2,25,8,1,1
52572,XII - SOCCSKSARGEN,19819,Male,50,Single Family,1,35,14,1,0
55710,XII - SOCCSKSARGEN,53687,Male,51,Extended Family,2,25,13,0,1
94550,XII - SOCCSKSARGEN,84624,Male,48,Single Family,7,60,14,2,1
205265,XII - SOCCSKSARGEN,126828,Male,45,Extended Family,18,14,5,2,1
62505,XII - SOCCSKSARGEN,52297,Male,37,Single Family,5,38,5,1,1
56610,XII - SOCCSKSARGEN,51810,Male,33,Single Family,7,58,5,1,1
64204,XII - SOCCSKSARGEN,55913,Male,64,Single Family,5,21,12,0,1
116985,XII - SOCCSKSARGEN,94814,Male,49,Extended Family,8,14,14,0,1
113405,XII - SOCCSKSARGEN,68442,Male,29,Extended Family,6,28,15,1,1
40490,XII - SOCCSKSARGEN,19976,Male,50,Extended Family,2,64,4,0,0
68510,XII - SOCCSKSARGEN,42588,Male,71,Extended Family,5,21,6,0,0
132345,XII - SOCCSKSARGEN,94613,Male,44,Extended Family,7,21,16,2,1
120845,XII - SOCCSKSARGEN,93297,Male,50,Extended Family,9,27,5,3,1
53870,XII - SOCCSKSARGEN,61763,Male,27,Extended Family,7,99,3,1,1
207695,XII - SOCCSKSARGEN,122657,Male,57,Single Family,10,36,8,4,1
77345,XII - SOCCSKSARGEN,691917,Male,35,Single Family,10,25,5,2,0
107350,XII - SOCCSKSARGEN,89201,Male,57,Extended Family,10,21,8,2,0
58880,XII - SOCCSKSARGEN,56422,Male,49,Single Family,3,53,8,2,1
58020,XII - SOCCSKSARGEN,64085,Male,31,Single Family,6,33,5,1,0
69885,XII - SOCCSKSARGEN,73900,Male,43,Single Family,8,26,6,2,0
55838,XII - SOCCSKSARGEN,40307,Female,55,Single Family,2,28,13,2,1
100035,XII - SOCCSKSARGEN,89863,Male,45,Single Family,6,64,13,1,1
66155,XII - SOCCSKSARGEN,42828,Male,56,Extended Family,7,25,15,2,1
218570,XII - SOCCSKSARGEN,169433,Male,42,Single Family,7,34,9,3,1
66170,XII - SOCCSKSARGEN,72488,Male,57,Extended Family,6,37,20,2,1
144700,XII - SOCCSKSARGEN,87041,Male,50,Extended Family,5,26,50,1,1
83179,XII - SOCCSKSARGEN,45965,Male,53,Single Family,2,13,10,1,1
459132,XII - SOCCSKSARGEN,81067,Male,46,Single Family,3,24,7,2,1
591018,XII - SOCCSKSARGEN,99635,Male,48,Single Family,4,14,18,3,1
204895,XII - SOCCSKSARGEN,87816,Female,66,Extended Family,4,48,10,2,1
144975,XII - SOCCSKSARGEN,49606,Male,44,Single Family,1,12,4,2,1
167974,XII - SOCCSKSARGEN,78722,Male,47,Single Family,4,54,43,3,1
88120,XII - SOCCSKSARGEN,38215,Male,73,Single Family,3,15,5,1,1
135346,XII - SOCCSKSARGEN,55872,Male,69,Single Family,2,12,31,2,1
64905,XII - SOCCSKSARGEN,32907,Male,39,Single Family,3,9,5,1,1
96190,XII - SOCCSKSARGEN,65392,Female,55,Extended Family,6,26,28,1,1
30869,XII - SOCCSKSARGEN,39153,Male,46,Single Family,5,12,6,1,0
45783,XII - SOCCSKSARGEN,29076,Male,55,Single Family,2,15,7,1,0
32375,XII - SOCCSKSARGEN,27505,Male,25,Single Family,2,12,5,1,0
32665,XII - SOCCSKSARGEN,22475,Male,35,Single Family,2,12,3,1,0
57864,XII - SOCCSKSARGEN,78074,Male,33,Single Family,6,10,7,1,0
71115,XII - SOCCSKSARGEN,36111,Male,28,Single Family,5,16,5,1,0
46654,XII - SOCCSKSARGEN,38504,Male,33,Single Family,5,11,5,2,0
49720,XII - SOCCSKSARGEN,57867,Male,48,Single Family,6,15,5,1,0
23800,XII - SOCCSKSARGEN,37470,Male,25,Single Family,2,20,7,1,0
42345,XII - SOCCSKSARGEN,52211,Male,46,Single Family,6,10,5,1,0
54515,XII - SOCCSKSARGEN,46646,Male,31,Single Family,7,10,5,2,0
52462,XII - SOCCSKSARGEN,38735,Male,27,Single Family,5,13,7,1,0
75320,XII - SOCCSKSARGEN,40020,Male,32,Single Family,6,12,7,1,0
28100,XII - SOCCSKSARGEN,14815,Female,62,Single Family,1,15,5,1,0
61156,XII - SOCCSKSARGEN,30990,Male,48,Single Family,3,15,5,1,0
59600,XII - SOCCSKSARGEN,46126,Male,45,Single Family,6,12,6,1,0
41235,XII - SOCCSKSARGEN,30242,Male,37,Single Family,6,12,8,1,0
60585,XII - SOCCSKSARGEN,35947,Male,33,Single Family,6,16,6,1,0
53820,XII - SOCCSKSARGEN,31427,Male,33,Single Family,3,15,5,1,0
41381,XII - SOCCSKSARGEN,31156,Male,25,Single Family,4,12,5,1,0
30100,XII - SOCCSKSARGEN,28834,Male,42,Single Family,3,15,5,1,0
50504,XII - SOCCSKSARGEN,26362,Male,54,Single Family,3,15,5,2,0
49765,XII - SOCCSKSARGEN,29981,Male,27,Single Family,4,12,6,1,0
34300,XII - SOCCSKSARGEN,25749,Male,73,Single Family,3,12,5,1,0
58074,XII - SOCCSKSARGEN,31218,Male,69,Single Family,3,36,31,2,1
99790,XII - SOCCSKSARGEN,68219,Male,33,Single Family,3,36,3,1,1
82724,XII - SOCCSKSARGEN,61078,Male,38,Single Family,8,48,5,2,0
64863,XII - SOCCSKSARGEN,36995,Male,71,Extended Family,3,30,8,1,1
85863,XII - SOCCSKSARGEN,54604,Male,47,Extended Family,4,60,9,1,1
64328,XII - SOCCSKSARGEN,46766,Male,53,Extended Family,5,30,25,2,0
79475,XII - SOCCSKSARGEN,28057,Male,40,Single Family,5,60,3,1,1
35877,XII - SOCCSKSARGEN,30150,Male,65,Single Family,3,24,17,2,0
32575,XII - SOCCSKSARGEN,20057,Male,26,Single Family,3,15,2,1,0
41357,XII - SOCCSKSARGEN,31671,Male,32,Single Family,5,15,0,1,0
27490,XII - SOCCSKSARGEN,22235,Male,28,Single Family,4,16,1,1,0
38130,XII - SOCCSKSARGEN,52118,Male,43,Single Family,7,21,0,1,0
99571,XII - SOCCSKSARGEN,78797,Male,50,Single Family,5,58,15,1,0
59965,XII - SOCCSKSARGEN,43977,Male,42,Extended Family,4,30,4,2,0
31916,XII - SOCCSKSARGEN,23835,Male,35,Single Family,4,24,2,1,0
73384,XII - SOCCSKSARGEN,42973,Male,65,Extended Family,6,16,4,1,0
93365,XII - SOCCSKSARGEN,40138,Male,43,Single Family,4,30,3,1,0
40714,XII - SOCCSKSARGEN,22240,Male,62,Single Family,2,30,2,1,0
80330,XII - SOCCSKSARGEN,37453,Male,55,Extended Family,4,27,11,1,1
46927,XII - SOCCSKSARGEN,29569,Male,39,Single Family,5,25,4,1,0
55945,XII - SOCCSKSARGEN,32874,Male,62,Single Family,4,35,9,1,0
71708,XII - SOCCSKSARGEN,36379,Male,48,Single Family,7,30,14,1,1
89021,XII - SOCCSKSARGEN,45909,Male,53,Extended Family,6,30,5,1,0
98710,XII - SOCCSKSARGEN,44876,Male,53,Extended Family,6,45,10,1,1
39310,XII - SOCCSKSARGEN,23123,Female,59,Extended Family,4,25,6,1,0
80906,XII - SOCCSKSARGEN,25134,Female,72,Extended Family,3,30,15,2,1
916716,XII - SOCCSKSARGEN,150836,Male,50,Single Family,4,44,34,2,1
48056,XII - SOCCSKSARGEN,15222,Female,72,Extended Family,3,29,6,1,0
92781,XII - SOCCSKSARGEN,38629,Male,29,Single Family,3,27,7,2,1
165196,XII - SOCCSKSARGEN,80209,Male,60,Extended Family,8,60,35,2,0
112665,XII - SOCCSKSARGEN,44202,Male,63,Single Family,4,30,15,1,0
119792,XII - SOCCSKSARGEN,35226,Male,38,Single Family,3,25,6,1,0
105609,XII - SOCCSKSARGEN,46624,Female,64,Extended Family,8,29,21,1,1
92922,XII - SOCCSKSARGEN,36408,Male,55,Single Family,5,26,7,1,0
62011,XII - SOCCSKSARGEN,37642,Male,37,Single Family,5,25,7,1,0
115702,XII - SOCCSKSARGEN,42292,Male,42,Single Family,4,75,5,1,1
71703,XII - SOCCSKSARGEN,43368,Male,58,Single Family,8,24,7,1,0
27278,XII - SOCCSKSARGEN,12743,Male,55,Single Family,1,20,10,1,0
64765,XII - SOCCSKSARGEN,47347,Male,35,Single Family,6,29,6,1,1
99485,XII - SOCCSKSARGEN,51770,Male,30,Single Family,6,11,5,1,1
292178,XII - SOCCSKSARGEN,72914,Female,70,Extended Family,3,9,6,0,1
79805,XII - SOCCSKSARGEN,50778,Female,32,Extended Family,5,15,25,2,1
107635,XII - SOCCSKSARGEN,34454,Male,35,Extended Family,4,20,5,1,1
339378,XII - SOCCSKSARGEN,66796,Male,32,Single Family,3,32,20,2,1
88964,XII - SOCCSKSARGEN,49107,Male,35,Single Family,4,9,25,0,1
96592,XII - SOCCSKSARGEN,58981,Male,36,Single Family,9,10,25,1,1
121425,XII - SOCCSKSARGEN,36872,Female,63,Single Family,1,30,30,2,1
74159,XII - SOCCSKSARGEN,48697,Male,43,Extended Family,7,10,6,0,0
82641,XII - SOCCSKSARGEN,45197,Female,47,Extended Family,3,17,5,2,0
56200,XII - SOCCSKSARGEN,32428,Female,78,Single Family,1,12,33,1,0
118361,XII - SOCCSKSARGEN,61025,Male,49,Single Family,8,12,15,0,1
85197,XII - SOCCSKSARGEN,57349,Male,55,Single Family,6,10,15,1,0
130163,XII - SOCCSKSARGEN,65297,Male,48,Single Family,6,10,5,1,0
103110,XII - SOCCSKSARGEN,21209,Female,63,Extended Family,3,20,33,2,1
148000,XII - SOCCSKSARGEN,62518,Female,42,Extended Family,3,10,9,1,1
176962,XII - SOCCSKSARGEN,67527,Male,52,Single Family,3,20,7,2,1
86034,XII - SOCCSKSARGEN,45903,Male,50,Extended Family,5,15,13,1,1
106230,XII - SOCCSKSARGEN,54747,Male,53,Single Family,6,12,25,3,1
162158,XII - SOCCSKSARGEN,63272,Male,47,Extended Family,5,10,5,1,1
1007500,XII - SOCCSKSARGEN,116211,Male,45,Single Family,5,30,9,3,1
280717,XII - SOCCSKSARGEN,92895,Male,41,Single Family,4,54,8,2,1
205416,XII - SOCCSKSARGEN,43669,Male,60,Single Family,3,15,17,2,1
169498,XII - SOCCSKSARGEN,66246,Female,76,Single Family,3,35,10,2,1
219243,XII - SOCCSKSARGEN,92239,Male,62,Extended Family,6,18,35,0,1
81606,XII - SOCCSKSARGEN,65927,Male,39,Single Family,7,15,5,1,0
272650,XII - SOCCSKSARGEN,110298,Male,67,Extended Family,8,19,6,3,1
126273,XII - SOCCSKSARGEN,61961,Male,39,Single Family,5,50,8,2,1
104765,XII - SOCCSKSARGEN,68371,Male,41,Single Family,4,9,11,1,1
115682,XII - SOCCSKSARGEN,45624,Male,69,Single Family,2,36,43,2,1
167432,XII - SOCCSKSARGEN,96469,Female,38,Extended Family,5,10,11,2,1
147438,XII - SOCCSKSARGEN,83358,Female,49,Single Family,4,56,17,2,1
281191,XII - SOCCSKSARGEN,99615,Male,49,Extended Family,7,120,23,1,1
76788,XII - SOCCSKSARGEN,80140,Male,37,Single Family,4,27,14,2,1
31244,XII - SOCCSKSARGEN,21063,Male,79,Single Family,2,27,14,2,1
73030,XII - SOCCSKSARGEN,33745,Female,70,Extended Family,2,34,21,2,1
240130,XII - SOCCSKSARGEN,72969,Male,53,Extended Family,5,56,23,2,1
462602,XII - SOCCSKSARGEN,130680,Male,42,Extended Family,5,67,5,3,1
62271,XII - SOCCSKSARGEN,54651,Female,72,Single Family,5,21,10,2,1
74799,XII - SOCCSKSARGEN,49615,Male,43,Single Family,3,12,7,2,1
136263,XII - SOCCSKSARGEN,83758,Male,44,Single Family,5,19,10,3,1
89710,XII - SOCCSKSARGEN,50751,Male,28,Single Family,2,10,5,0,1
357499,XII - SOCCSKSARGEN,102580,Male,49,Single Family,9,16,5,3,1
70457,XII - SOCCSKSARGEN,37914,Male,51,Single Family,2,14,13,0,0
182352,XII - SOCCSKSARGEN,103830,Male,54,Single Family,6,22,10,2,1
169030,XII - SOCCSKSARGEN,124872,Male,46,Single Family,7,30,29,0,1
249516,XII - SOCCSKSARGEN,126242,Male,45,Single Family,9,13,24,2,1
136218,XII - SOCCSKSARGEN,74824,Male,58,Single Family,4,25,41,1,1
130080,XII - SOCCSKSARGEN,97319,Male,47,Single Family,6,40,25,2,1
92316,XII - SOCCSKSARGEN,58340,Male,58,Extended Family,3,27,20,0,1
183489,XII - SOCCSKSARGEN,115786,Male,41,Single Family,9,13,18,3,1
121891,XII - SOCCSKSARGEN,71591,Male,61,Single Family,3,46,10,1,1
125446,XII - SOCCSKSARGEN,87837,Male,26,Single Family,4,14,5,1,1
133046,XII - SOCCSKSARGEN,99969,Male,50,Extended Family,5,11,9,0,1
167185,XII - SOCCSKSARGEN,81996,Male,42,Single Family,9,11,10,0,0
172014,XII - SOCCSKSARGEN,90755,Male,45,Single Family,5,22,24,2,0
168190,XII - SOCCSKSARGEN,76190,Male,43,Single Family,5,17,25,2,1
104610,XII - SOCCSKSARGEN,75366,Male,39,Single Family,5,11,8,1,1
126567,XII - SOCCSKSARGEN,66758,Male,61,Single Family,5,14,13,0,1
150367,XII - SOCCSKSARGEN,59417,Male,42,Single Family,4,11,9,2,1
85776,XII - SOCCSKSARGEN,51338,Male,30,Single Family,3,11,5,0,1
79925,XII - SOCCSKSARGEN,48761,Male,59,Single Family,11,28,36,1,0
54965,XII - SOCCSKSARGEN,29055,Female,54,Single Family,3,42,23,2,0
54140,XII - SOCCSKSARGEN,41688,Male,35,Single Family,9,37,17,2,0
82600,XII - SOCCSKSARGEN,45951,Female,39,Single Family,5,48,19,2,0
41900,XII - SOCCSKSARGEN,39000,Female,49,Single Family,6,37,5,1,0
55640,XII - SOCCSKSARGEN,39829,Female,50,Extended Family,3,18,26,1,0
55935,XII - SOCCSKSARGEN,39170,Male,47,Single Family,5,38,27,2,0
93645,XII - SOCCSKSARGEN,59533,Female,53,Single Family,10,38,11,2,0
55760,XII - SOCCSKSARGEN,32980,Male,49,Single Family,6,22,45,1,0
48890,XII - SOCCSKSARGEN,33714,Male,29,Single Family,5,18,25,1,0
209729,XII - SOCCSKSARGEN,69634,Male,48,Extended Family,6,39,17,3,1
87920,XII - SOCCSKSARGEN,71871,Male,51,Single Family,5,15,35,2,1
